_RAJ2000,_DEJ2000,recno,CName,Cluster,Inst,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,l_EWLi,EWLi,e_EWLi,f_EWLi,Gamma,e_Gamma,RV,e_RV,MembPA,MembPB,ID,Simbad,_RA,_DE
115.75241666666666,-37.95836111111111,518,07430058-3757301,NGC2451,GIRAFFE,6267,0,4.101,,-0.029,, ,138.7,,0,1.0,0.002,15.072,0.245,0.005,0.935,518,Simbad,115.75241666666665,-37.95836111111111
115.85166666666665,-37.93697222222222,579,07432440-3756131,NGC2451,GIRAFFE,5328,34,4.2,,-0.004,0.066, ,227.3,2.36,0,0.996,0.003,15.479,0.245,0.004,0.938,579,Simbad,115.85166666666665,-37.93697222222222
115.90087499999998,-37.876888888888885,613,07433621-3752368,NGC2451,GIRAFFE,3478,10,4.246,,-0.24,,<,100.0,,3,0.846,0.017,15.038,0.486,0.003,0.931,613,Simbad,115.90087499999998,-37.876888888888885
115.94149999999999,-38.2633611111111,643,07434596-3815481,NGC2451,GIRAFFE,5912,233,4.173,0.153,0.005,0.165, ,185.4,3.807,0,0.999,0.003,15.171,0.256,0.004,0.938,643,Simbad,115.94149999999999,-38.26336111111111
115.94174999999998,-37.91011111111111,644,07434602-3754364,NGC2451,GIRAFFE,3385,32,4.628,0.198,-0.28,,<,100.0,,3,0.836,0.016,15.595,0.49,0.004,0.929,644,Simbad,115.94174999999998,-37.91011111111111
115.98966666666664,-37.962111111111106,696,07435752-3757436,NGC2451,GIRAFFE,3504,29,4.167,,-0.26,,<,100.0,,3,0.859,0.014,15.011,0.337,0.003,0.935,696,Simbad,115.98966666666665,-37.962111111111106
116.01187499999999,-38.12174999999999,712,07440285-3807183,NGC2451,GIRAFFE,3784,123,4.183,,-0.18,,<,100.0,,3,0.834,0.01,14.848,0.299,0.004,0.926,712,Simbad,116.01187499999999,-38.12174999999999
116.08725,-37.88116666666665,772,07442094-3752522,NGC2451,GIRAFFE,3786,82,4.241,,-0.17,, ,134.2,,0,0.832,0.006,15.168,0.252,0.003,0.942,772,Simbad,116.08724999999998,-37.88116666666666
116.09395833333333,-37.88208333333332,777,07442255-3752555,NGC2451,GIRAFFE,5419,28,3.887,,-0.012,0.017, ,247.633,3.974,0,0.992,0.002,15.598,0.242,0.005,0.933,777,Simbad,116.09395833333332,-37.88208333333333
116.1307083333333,-37.7233611111111,791,07443137-3743241,NGC2451,GIRAFFE,4118,148,4.514,0.054,-0.144,0.006,<,25.6,,3,0.871,0.007,14.883,0.261,0.003,0.93,791,Simbad,116.13070833333332,-37.7233611111111
116.1534583333333,-37.91661111111111,811,07443683-3754598,NGC2451,GIRAFFE,3797,71,4.323,,-0.17,,<,100.0,,3,0.827,0.007,15.417,0.255,0.003,0.943,811,Simbad,116.15345833333332,-37.91661111111111
116.203,-38.09869444444444,843,07444872-3805553,NGC2451,GIRAFFE,5665,22,4.26,0.16,0.037,0.004, ,188.667,4.708,0,0.99,0.002,14.995,0.242,0.004,0.933,843,Simbad,116.20299999999999,-38.09869444444444
116.20487499999999,-37.79677777777776,846,07444917-3747484,NGC2451,GIRAFFE,3435,83,4.348,,-0.22,,<,100.0,,3,0.85,0.015,15.232,0.359,0.003,0.939,846,Simbad,116.20487499999999,-37.79677777777777
116.21404166666665,-38.13372222222222,858,07445137-3808014,NGC2451,GIRAFFE,5386,43,3.809,,0.026,0.049, ,193.2,4.838,0,0.994,0.003,15.337,0.243,0.004,0.941,858,Simbad,116.21404166666665,-38.13372222222222
116.21670833333332,-38.28413888888888,861,07445201-3817029,NGC2451,GIRAFFE,4839,0,4.416,,0.106,, ,379.1,6.96,0,0.951,0.006,15.0,0.251,0.004,0.934,861,Simbad,116.21670833333332,-38.28413888888888
116.26112499999996,-38.031166666666664,894,07450267-3801522,NGC2451,GIRAFFE,5902,228,4.168,0.163,-0.093,0.176, ,135.433,7.06,0,0.999,0.001,15.052,0.246,0.004,0.935,894,Simbad,116.26112499999998,-38.031166666666664
116.27895833333332,-38.20475,906,07450695-3812171,NGC2451,GIRAFFE,4400,395,3.986,,0.008,0.101, ,346.3,3.017,0,0.921,0.003,14.948,0.241,0.004,0.933,906,Simbad,116.27895833333332,-38.20475
116.32416666666666,-37.81474999999999,946,07451780-3748531,NGC2451,GIRAFFE,6296,0,4.341,,0.286,, ,65.933,5.557,0,0.994,0.002,15.063,0.241,0.004,0.936,946,Simbad,116.32416666666666,-37.81475
116.38674999999999,-37.85641666666666,999,07453282-3751231,NGC2451,GIRAFFE,3446,82,4.244,,-0.24,,<,100.0,,3,0.844,0.007,15.496,0.252,0.004,0.94,999,Simbad,116.38674999999998,-37.85641666666666
116.39379166666667,-37.86469444444444,1005,07453451-3751529,NGC2451,GIRAFFE,5408,12,3.81,,-0.01,0.09, ,182.95,2.425,0,0.993,0.002,15.136,0.242,0.004,0.939,1005,Simbad,116.39379166666666,-37.86469444444444
116.45545833333331,-37.52727777777779,1069,07454931-3731382,NGC2451,GIRAFFE,3441,35,4.479,,-0.24,,<,100.0,,3,0.825,0.012,15.3,0.338,0.003,0.942,1069,Simbad,116.45545833333331,-37.527277777777776
116.49587499999998,-37.978388888888894,1137,07455901-3758422,NGC2451,GIRAFFE,5278,34,3.719,,-0.006,0.023, ,248.9,2.505,0,0.994,0.003,15.342,0.244,0.004,0.941,1137,Simbad,116.49587499999998,-37.97838888888889
116.49895833333333,-37.57752777777778,1142,07455975-3734391,NGC2451,GIRAFFE,3753,63,4.269,,-0.19,, ,126.6,,0,0.826,0.007,15.659,0.263,0.004,0.933,1142,Simbad,116.49895833333332,-37.577527777777775
116.56458333333333,-37.747388888888885,1217,07461550-3744506,NGC2451,GIRAFFE,4225,0,4.113,,0.117,, ,215.867,14.123,0,0.865,0.004,14.865,0.244,0.004,0.927,1217,Simbad,116.56458333333332,-37.747388888888885
116.58104166666665,-38.21605555555555,1229,07461945-3812578,NGC2451,GIRAFFE,3325,49,4.805,0.007,-0.26,,<,100.0,,3,0.815,0.014,15.258,0.35,0.003,0.94,1229,Simbad,116.58104166666665,-38.21605555555555
116.77637499999997,-37.73380555555555,1379,07470633-3744017,NGC2451,GIRAFFE,4215,323,3.999,,-0.056,0.097, ,180.0,10.177,0,0.902,0.004,14.662,0.244,0.005,0.907,1379,Simbad,116.77637499999999,-37.73380555555555
117.09162499999998,-37.95580555555556,1605,07482199-3757209,NGC2451,GIRAFFE,3521,46,4.327,,-0.26,,<,100.0,,3,0.836,0.014,15.245,0.333,0.003,0.942,1605,Simbad,117.09162499999998,-37.95580555555555
118.54862499999999,-60.800027777777764,1,07541167-6048001,NGC2516,   UVES,5518,130,4.325,0.248,-0.113,0.109, ,203.1,1.9,0,0.986,,23.63,0.4,0.993,,1,Simbad,118.54862499999999,-60.80002777777777
118.5647083333333,-60.968861111111096,2,07541553-6058079,NGC2516,   UVES,5515,129,4.537,0.27,0.007,0.117, ,187.5,2.4,0,0.989,,24.292,0.4,0.993,,2,Simbad,118.56470833333331,-60.9688611111111
118.68091666666666,-60.41213888888889,4,07544342-6024437,NGC2516,   UVES,5549,115,4.572,0.238,0.011,0.101, ,164.8,2.5,0,0.989,,25.194,0.4,0.993,,4,Simbad,118.68091666666665,-60.41213888888888
118.77466666666665,-61.07483333333333,7,07550592-6104294,NGC2516,   UVES,5806,131,4.546,0.248,-0.099,0.102, ,139.3,1.3,0,0.999,,22.996,0.4,0.957,,7,Simbad,118.77466666666665,-61.07483333333332
118.83237499999998,-61.072222222222216,9,07551977-6104200,NGC2516,   UVES,5918,0,4.464,,-0.09,, ,136.4,,0,0.998,,,,0.993,,9,Simbad,118.83237499999998,-61.072222222222216
118.8848333333333,-60.385944444444426,11,07553236-6023094,NGC2516,   UVES,5805,198,4.487,0.457,0.017,0.123, ,128.6,1.9,0,0.991,,24.96,0.4,0.993,,11,Simbad,118.88483333333332,-60.38594444444443
119.08975,-60.96913888888888,13,07562154-6058089,NGC2516,   UVES,5118,126,4.5,0.231,-0.079,0.094, ,98.3,5.3,0,0.978,,25.932,0.4,0.939,,13,Simbad,119.08974999999998,-60.96913888888888
119.18374999999999,-60.581194444444435,15,07564410-6034523,NGC2516,   UVES,5608,118,4.403,0.249,-0.059,0.097, ,126.7,2.0,0,0.991,,24.301,0.4,0.993,,15,Simbad,119.18374999999999,-60.581194444444435
119.21775,-60.43427777777777,17,07565226-6026034,NGC2516,   UVES,8700,50,4.1,0.2,-0.2,0.1, ,,,0,,,24.5,0.4,0.989,,17,Simbad,119.21774999999998,-60.43427777777777
119.40033333333332,-60.80355555555556,21,07573608-6048128,NGC2516,   UVES,5601,115,4.516,0.249,-0.023,0.092, ,155.0,2.0,0,0.995,,23.009,0.4,0.968,,21,Simbad,119.40033333333332,-60.80355555555555
119.42108333333331,-60.72738888888888,22,07574106-6043386,NGC2516,   UVES,9250,50,4.2,0.2,0.0,0.1, ,,,0,,,23.156,0.4,0.989,,22,Simbad,119.42108333333331,-60.72738888888888
119.44966666666666,-60.93697222222221,24,07574792-6056131,NGC2516,   UVES,5560,121,4.526,0.227,-0.002,0.092, ,157.5,17.0,0,0.991,,25.369,0.4,0.987,,24,Simbad,119.44966666666664,-60.93697222222222
119.46729166666665,-61.00883333333333,25,07575215-6100318,NGC2516,   UVES,5304,120,4.494,0.247,-0.087,0.099, ,107.4,2.3,0,0.99,,24.453,0.4,0.991,,25,Simbad,119.46729166666665,-61.00883333333333
119.64520833333331,-61.0533611111111,30,07583485-6103121,NGC2516,   UVES,6043,131,4.683,0.227,-0.08,0.1, ,133.7,1.3,0,0.997,,23.51,0.4,0.978,,30,Simbad,119.64520833333331,-61.0533611111111
119.67737499999998,-60.67219444444444,31,07584257-6040199,NGC2516,   UVES,5591,119,4.432,0.25,-0.096,0.111, ,109.3,4.2,0,0.996,,25.546,0.4,0.992,,31,Simbad,119.67737499999998,-60.672194444444436
119.72091666666664,-60.60294444444445,33,07585302-6036106,NGC2516,   UVES,7750,2000,5.0,1.0,-0.396,, ,,,0,,,23.282,0.4,0.99,,33,Simbad,119.72091666666665,-60.60294444444444
119.74879166666663,-61.18194444444444,34,07585971-6110550,NGC2516,   UVES,5172,0,4.018,,-0.151,, ,198.6,,0,0.985,,,,0.979,,34,Simbad,119.74879166666665,-61.18194444444444
120.000875,-60.66897222222221,41,08000021-6040083,NGC2516,   UVES,5175,120,4.393,0.242,-0.11,0.103, ,140.4,2.6,0,0.982,,22.364,0.4,0.952,,41,Simbad,120.00087499999998,-60.668972222222216
120.03933333333332,-60.559861111111125,43,08000944-6033355,NGC2516,   UVES,5896,123,4.524,0.236,-0.053,0.092, ,119.1,1.6,0,0.997,,23.609,0.4,0.992,,43,Simbad,120.03933333333332,-60.559861111111104
120.40241666666665,-60.98391666666665,52,08013658-6059021,NGC2516,   UVES,5617,120,4.393,0.239,-0.118,0.102, ,141.3,39.0,0,,,24.204,0.4,0.992,,52,Simbad,120.40241666666665,-60.98391666666666
117.99858333333333,-60.78944444444444,55,07515966-6047220,NGC2516,GIRAFFE,4206,337,4.5,0.11,0.107,0.21, ,53.6,,0,0.903,,25.7,0.247,0.947,,55,Simbad,117.99858333333331,-60.789444444444435
118.01620833333334,-60.83655555555555,57,07520389-6050116,NGC2516,GIRAFFE,4193,233,4.88,0.39,0.073,0.19, ,41.8,,0,0.883,,25.475,0.246,0.962,,57,Simbad,118.01620833333332,-60.83655555555555
118.04174999999998,-60.74013888888888,58,07521002-6044245,NGC2516,GIRAFFE,4124,339,4.61,0.13,0.09,0.19, ,45.7,,0,0.887,,25.557,0.25,0.957,,58,Simbad,118.04174999999998,-60.74013888888888
118.05758333333333,-60.78752777777777,59,07521382-6047151,NGC2516,GIRAFFE,3929,192,4.65,0.11,0.043,0.2, ,54.8,,0,0.844,,24.01,0.268,0.993,,59,Simbad,118.05758333333331,-60.78752777777777
118.12749999999997,-60.82038888888888,62,07523060-6049134,NGC2516,GIRAFFE,3602,122,4.59,0.12,-0.066,0.14, ,180.7,,0,0.799,,23.431,0.319,0.992,,62,Simbad,118.12749999999998,-60.82038888888888
118.19183333333332,-60.664916666666656,64,07524604-6039537,NGC2516,GIRAFFE,4106,302,4.65,0.16,0.079,0.2, ,33.4,,0,0.881,,23.715,0.252,0.993,,64,Simbad,118.19183333333332,-60.664916666666656
118.24975,-60.89133333333332,66,07525994-6053288,NGC2516,GIRAFFE,3936,180,4.76,0.21,0.03,0.19, ,90.0,,0,0.838,,23.8,0.287,0.993,,66,Simbad,118.24974999999999,-60.89133333333333
118.252375,-60.80261111111109,68,07530057-6048094,NGC2516,GIRAFFE,3920,218,4.68,0.13,-0.033,0.23, ,59.6,,0,0.828,,24.643,0.278,0.989,,68,Simbad,118.25237499999999,-60.802611111111105
118.26079166666665,-60.84052777777778,69,07530259-6050259,NGC2516,GIRAFFE,4235,540,4.77,0.25,0.101,0.19, ,19.1,,0,0.899,,22.333,0.645,0.974,,69,Simbad,118.26079166666665,-60.84052777777777
118.29295833333332,-60.77777777777778,70,07531031-6046400,NGC2516,GIRAFFE,3587,133,4.46,0.12,-0.046,0.12, ,124.0,,0,0.81,,23.289,0.33,0.991,,70,Simbad,118.29295833333332,-60.77777777777777
118.29904166666667,-60.69416666666667,71,07531177-6041390,NGC2516,GIRAFFE,3837,215,4.56,0.17,-0.016,0.13, ,130.3,,0,0.828,,23.966,0.316,0.993,,71,Simbad,118.29904166666665,-60.69416666666666
118.33779166666666,-60.97030555555555,73,07532107-6058131,NGC2516,GIRAFFE,3824,291,4.57,0.1,-0.006,0.14, ,134.8,,0,0.822,,23.311,0.386,0.991,,73,Simbad,118.33779166666665,-60.97030555555555
118.34012499999997,-61.036916666666656,74,07532163-6102129,NGC2516,GIRAFFE,3651,192,4.47,0.26,-0.016,0.13, ,100.0,,0,0.821,,24.485,0.4,0.991,,74,Simbad,118.34012499999999,-61.036916666666656
118.34633333333332,-61.04524999999999,75,07532312-6102429,NGC2516,GIRAFFE,3958,323,4.57,0.09,0.014,0.2, ,24.5,,0,0.857,,23.474,0.245,0.992,,75,Simbad,118.34633333333332,-61.04524999999999
118.50687499999997,-60.75811111111111,81,07540165-6045292,NGC2516,GIRAFFE,3401,148,4.96,0.18,-0.076,0.15, ,135.1,,0,0.787,,21.536,0.456,0.928,,81,Simbad,118.50687499999998,-60.758111111111106
118.51758333333335,-61.16969444444444,82,07540422-6110109,NGC2516,GIRAFFE,3548,128,4.54,0.14,-0.066,0.14, ,136.6,,0,0.802,,23.177,0.316,0.99,,82,Simbad,118.51758333333332,-61.16969444444444
118.52508333333333,-61.0236388888889,83,07540602-6101251,NGC2516,GIRAFFE,4109,396,4.43,0.16,0.067,0.19, ,27.933,,0,0.898,,23.833,0.253,0.993,,83,Simbad,118.52508333333331,-61.02363888888888
118.53929166666666,-61.13205555555555,85,07540943-6107554,NGC2516,GIRAFFE,4458,176,4.78,0.26,-0.067,0.12, ,39.0,,0,0.932,,24.749,0.244,0.987,,85,Simbad,118.53929166666666,-61.132055555555546
118.57741666666664,-60.69766666666666,89,07541858-6041516,NGC2516,GIRAFFE,3678,168,4.79,0.15,-0.026,0.14, ,147.8,,0,0.783,,23.288,0.309,0.991,,89,Simbad,118.57741666666665,-60.697666666666656
118.57833333333333,-60.7063611111111,90,07541880-6042229,NGC2516,GIRAFFE,4437,264,4.7,0.22,-0.012,0.15, ,22.4,,0,0.932,,23.374,0.243,0.992,,90,Simbad,118.57833333333332,-60.7063611111111
118.58825,-60.97027777777777,93,07542118-6058130,NGC2516,GIRAFFE,3870,409,4.55,0.09,-0.066,0.13, ,86.5,,0,0.818,,24.49,0.961,0.99,,93,Simbad,118.58824999999999,-60.97027777777777
118.59812499999997,-61.24397222222221,98,07542355-6114383,NGC2516,GIRAFFE,3699,266,4.43,1.38,-0.076,0.17, ,,,0,0.755,,24.551,2.829,0.975,,98,Simbad,118.59812499999998,-61.24397222222221
118.59858333333332,-60.98705555555556,100,07542366-6059134,NGC2516,GIRAFFE,5060,97,4.66,0.55,-0.014,0.13, ,127.6,,0,0.975,,22.594,0.345,0.978,,100,Simbad,118.59858333333332,-60.98705555555555
118.60229166666666,-60.33238888888888,103,07542455-6019566,NGC2516,GIRAFFE,4424,403,4.61,0.1,0.088,0.19, ,45.4,,0,0.932,,24.211,0.258,0.993,,103,Simbad,118.60229166666664,-60.33238888888888
118.61341666666665,-60.96252777777778,106,07542722-6057451,NGC2516,GIRAFFE,5548,96,4.57,0.43,0.03,0.12, ,165.233,,0,0.988,,23.699,0.242,0.993,,106,Simbad,118.61341666666665,-60.96252777777777
118.62041666666667,-60.77183333333333,107,07542890-6046186,NGC2516,GIRAFFE,4891,195,4.56,0.37,0.024,0.12, ,141.5,,0,0.974,,23.871,0.242,0.993,,107,Simbad,118.62041666666666,-60.771833333333326
118.630875,-60.66424999999999,110,07543141-6039513,NGC2516,GIRAFFE,3591,125,4.59,0.14,-0.066,0.14, ,132.1,,0,0.798,,24.726,0.514,0.988,,110,Simbad,118.63087499999999,-60.664249999999996
118.64341666666665,-60.596,113,07543442-6035456,NGC2516,GIRAFFE,4735,217,4.72,0.23,-0.004,0.13, ,81.15,,0,0.958,,23.831,0.245,0.993,,113,Simbad,118.64341666666665,-60.59599999999999
118.6842083333333,-60.82980555555555,121,07544421-6049473,NGC2516,GIRAFFE,3749,171,4.68,0.11,-0.016,0.13, ,133.5,,0,0.812,,23.377,0.309,0.992,,121,Simbad,118.68420833333332,-60.829805555555545
118.70079166666665,-60.97458333333333,127,07544819-6058285,NGC2516,GIRAFFE,4611,265,4.65,0.2,-0.042,0.13, ,56.5,,0,0.951,,24.204,0.245,0.993,,127,Simbad,118.70079166666665,-60.97458333333333
118.70916666666666,-60.84463888888889,128,07545020-6050407,NGC2516,GIRAFFE,6085,257,4.42,0.18,-0.249,0.33, ,115.967,,0,0.996,,24.012,0.245,0.993,,128,Simbad,118.70916666666665,-60.84463888888888
118.71433333333333,-60.80302777777777,129,07545144-6048109,NGC2516,GIRAFFE,4623,290,4.68,0.23,0.025,0.13, ,55.1,,0,0.951,,24.295,0.242,0.992,,129,Simbad,118.71433333333331,-60.80302777777777
118.71512499999999,-60.425111111111114,131,07545163-6025304,NGC2516,GIRAFFE,4069,486,4.44,0.16,0.105,0.2, ,83.6,,0,0.881,,23.881,0.303,0.993,,131,Simbad,118.71512499999999,-60.4251111111111
118.734875,-61.086611111111104,137,07545637-6105118,NGC2516,GIRAFFE,3733,335,4.77,0.2,-0.046,0.14, ,130.4,,0,0.778,,22.053,0.642,0.963,,137,Simbad,118.73487499999999,-61.086611111111104
118.74808333333333,-61.07297222222221,141,07545954-6104227,NGC2516,GIRAFFE,3782,292,4.57,0.15,-0.026,0.14, ,96.6,,0,0.816,,25.721,0.318,0.948,,141,Simbad,118.74808333333331,-61.07297222222221
118.75599999999997,-60.46405555555555,143,07550144-6027506,NGC2516,GIRAFFE,3971,328,4.5,0.11,-0.073,0.23, ,73.633,,0,0.862,,24.675,0.278,0.988,,143,Simbad,118.75599999999999,-60.46405555555555
118.76499999999999,-60.47922222222222,145,07550360-6028452,NGC2516,GIRAFFE,4282,371,4.66,0.23,-0.033,0.14, ,43.633,,0,0.915,,25.329,0.249,0.969,,145,Simbad,118.76499999999999,-60.47922222222221
118.76833333333332,-60.81088888888889,146,07550440-6048392,NGC2516,GIRAFFE,4949,169,4.37,0.16,0.138,0.19, ,199.967,,0,0.967,,23.875,0.314,0.993,,146,Simbad,118.76833333333332,-60.81088888888888
118.77129166666666,-60.57766666666666,148,07550511-6034396,NGC2516,GIRAFFE,4223,345,4.48,0.13,0.109,0.19, ,32.167,,0,0.921,,24.373,0.249,0.992,,148,Simbad,118.77129166666666,-60.57766666666666
118.794125,-60.719222222222214,155,07551059-6043092,NGC2516,GIRAFFE,4459,361,4.64,0.11,-0.051,0.13, ,23.7,,0,0.932,,23.604,0.246,0.993,,155,Simbad,118.79412499999998,-60.719222222222214
118.796875,-60.44266666666665,156,07551125-6026336,NGC2516,GIRAFFE,4025,595,4.69,0.13,0.043,0.2, ,102.6,,0,0.85,,24.029,0.468,0.992,,156,Simbad,118.79687499999999,-60.44266666666666
118.79791666666667,-60.47708333333333,157,07551150-6028375,NGC2516,GIRAFFE,6047,131,4.1,0.18,-0.564,0.57, ,,,0,0.995,,23.894,0.249,0.993,,157,Simbad,118.79791666666665,-60.477083333333326
118.79908333333333,-60.44052777777777,158,07551178-6026259,NGC2516,GIRAFFE,4833,347,3.81,0.35,0.094,0.2, ,251.833,,0,0.983,,25.963,0.275,0.931,,158,Simbad,118.79908333333331,-60.44052777777777
118.80170833333332,-60.814583333333324,160,07551241-6048525,NGC2516,GIRAFFE,5325,93,4.5,0.46,-0.035,0.15, ,156.3,,0,0.987,,23.52,0.246,0.993,,160,Simbad,118.80170833333332,-60.814583333333324
118.80583333333333,-60.686944444444435,161,07551340-6041130,NGC2516,GIRAFFE,3512,127,4.43,0.15,-0.066,0.14, ,136.3,,0,0.815,,24.106,0.39,0.992,,161,Simbad,118.80583333333331,-60.686944444444435
118.81045833333332,-60.92675,164,07551451-6055363,NGC2516,GIRAFFE,3729,194,4.75,0.14,-0.006,0.11, ,124.2,,0,0.794,,24.285,0.756,0.991,,164,Simbad,118.81045833333332,-60.92674999999999
118.81241666666665,-60.805305555555556,165,07551498-6048191,NGC2516,GIRAFFE,6786,609,4.23,0.35,0.021,0.19, ,76.1,,0,1.002,,25.846,0.251,0.946,,165,Simbad,118.81241666666665,-60.80530555555555
118.81841666666666,-61.226944444444435,167,07551642-6113370,NGC2516,GIRAFFE,3948,364,4.46,0.15,-0.03,0.19, ,100.0,,0,0.855,,24.024,0.306,0.993,,167,Simbad,118.81841666666665,-61.226944444444435
118.82254166666667,-60.642083333333325,170,07551741-6038315,NGC2516,GIRAFFE,3873,399,4.56,0.1,0.075,0.27, ,158.1,,0,0.846,,23.396,0.336,0.992,,170,Simbad,118.82254166666665,-60.642083333333325
118.82683333333331,-60.96222222222222,171,07551844-6057440,NGC2516,GIRAFFE,6144,134,4.52,0.59,-0.345,0.29, ,60.0,,0,0.999,,23.029,0.251,0.988,,171,Simbad,118.82683333333331,-60.962222222222216
118.83149999999999,-60.74097222222221,172,07551956-6044275,NGC2516,GIRAFFE,4511,270,4.63,0.14,-0.009,0.13, ,30.4,,0,0.942,,24.23,0.244,0.992,,172,Simbad,118.83149999999999,-60.74097222222221
118.83770833333331,-60.56725,177,07552105-6034021,NGC2516,GIRAFFE,3599,156,4.76,0.14,-0.056,0.12, ,150.7,,0,0.782,,22.525,0.465,0.978,,177,Simbad,118.83770833333332,-60.567249999999994
118.84175,-60.83508333333333,179,07552202-6050063,NGC2516,GIRAFFE,5634,109,4.32,0.37,-0.183,0.16, ,135.0,,0,0.996,,24.264,0.244,0.992,,179,Simbad,118.84174999999999,-60.83508333333332
118.84229166666667,-61.15649999999999,181,07552215-6109234,NGC2516,GIRAFFE,4521,316,4.65,0.23,-0.019,0.13, ,23.1,,0,0.944,,24.648,0.245,0.989,,181,Simbad,118.84229166666665,-61.156499999999994
118.84258333333332,-60.55205555555556,182,07552222-6033074,NGC2516,GIRAFFE,4522,136,4.66,0.38,0.242,0.22, ,37.4,,0,0.938,,23.993,0.245,0.993,,182,Simbad,118.84258333333332,-60.55205555555555
118.84779166666665,-60.697555555555546,183,07552347-6041512,NGC2516,GIRAFFE,4932,0,3.48,,-0.259,, ,,,0,,,23.354,2.53,0.982,,183,Simbad,118.84779166666665,-60.697555555555546
118.86170833333333,-60.743,188,07552681-6044348,NGC2516,GIRAFFE,4925,187,4.58,0.35,-0.001,0.12, ,158.65,,0,0.971,,24.818,0.246,0.986,,188,Simbad,118.86170833333331,-60.742999999999995
118.86437499999998,-60.55852777777777,189,07552745-6033307,NGC2516,GIRAFFE,3853,198,4.58,0.13,0.044,0.2, ,115.7,,0,0.829,,23.195,0.299,0.991,,189,Simbad,118.86437499999998,-60.55852777777777
118.864625,-60.80922222222221,190,07552751-6048332,NGC2516,GIRAFFE,3703,176,4.55,0.18,-0.016,0.11, ,145.4,,0,0.818,,23.474,0.301,0.993,,190,Simbad,118.86462499999999,-60.80922222222222
118.86541666666665,-60.803833333333316,192,07552770-6048138,NGC2516,GIRAFFE,3930,356,4.59,0.1,0.046,0.21, ,93.4,,0,0.843,,24.767,0.387,0.987,,192,Simbad,118.86541666666665,-60.80383333333332
118.86737499999998,-61.17488888888888,193,07552817-6110296,NGC2516,GIRAFFE,3573,123,4.7,0.16,-0.066,0.14, ,146.3,,0,0.788,,22.895,0.455,0.987,,193,Simbad,118.86737499999998,-61.17488888888888
118.87083333333332,-61.077972222222215,196,07552900-6104407,NGC2516,GIRAFFE,3901,208,4.58,0.1,0.071,0.24, ,61.433,,0,0.836,,23.09,0.27,0.989,,196,Simbad,118.87083333333332,-61.077972222222215
118.88000000000001,-60.947444444444436,198,07553120-6056508,NGC2516,GIRAFFE,6442,251,4.36,0.31,0.049,0.16, ,23.833,,0,1.0,,23.824,0.241,0.993,,198,Simbad,118.87999999999998,-60.947444444444436
118.88220833333334,-60.57238888888888,199,07553173-6034206,NGC2516,GIRAFFE,3832,197,4.45,0.25,0.014,0.13, ,142.5,,0,0.84,,22.991,0.361,0.988,,199,Simbad,118.88220833333332,-60.57238888888888
118.89366666666665,-61.198027777777774,202,07553448-6111529,NGC2516,GIRAFFE,4207,423,4.61,0.1,0.103,0.19, ,30.3,,0,0.9,,25.526,0.25,0.959,,202,Simbad,118.89366666666665,-61.19802777777777
118.90362499999999,-60.379722222222206,204,07553687-6022470,NGC2516,GIRAFFE,6702,461,3.81,0.21,0.038,0.19, ,71.3,,0,,,26.27,0.24,0.916,,204,Simbad,118.90362499999999,-60.37972222222221
118.90545833333331,-61.1518611111111,206,07553731-6109067,NGC2516,GIRAFFE,6246,166,4.45,0.41,-0.082,0.14, ,116.7,,0,1.0,,23.475,0.243,0.992,,206,Simbad,118.90545833333331,-61.1518611111111
118.91429166666666,-60.52230555555555,209,07553943-6031203,NGC2516,GIRAFFE,3551,127,4.89,0.11,-0.066,0.12, ,137.5,,0,0.772,,22.192,0.999,0.975,,209,Simbad,118.91429166666666,-60.52230555555555
118.91679166666664,-61.021138888888885,210,07554003-6101161,NGC2516,GIRAFFE,3987,308,4.6,0.1,-0.013,0.21, ,66.7,,0,0.842,,23.975,0.302,0.993,,210,Simbad,118.91679166666665,-61.02113888888888
118.91833333333331,-61.073277777777776,211,07554040-6104238,NGC2516,GIRAFFE,5356,201,4.44,0.34,-0.297,0.32, ,165.4,,0,0.988,,22.381,0.242,0.969,,211,Simbad,118.91833333333332,-61.07327777777777
118.93241666666667,-60.631166666666665,212,07554378-6037522,NGC2516,GIRAFFE,6027,202,4.18,0.06,-0.395,0.3, ,93.8,,0,0.998,,24.838,0.325,0.985,,212,Simbad,118.93241666666665,-60.63116666666666
118.93366666666665,-60.35933333333332,213,07554408-6021336,NGC2516,GIRAFFE,3539,26,4.42,0.18,-0.135,, ,143.6,,0,0.815,,23.428,0.426,0.992,,213,Simbad,118.93366666666665,-60.359333333333325
118.93699999999997,-60.73691666666666,214,07554488-6044129,NGC2516,GIRAFFE,3766,321,4.85,0.29,0.014,0.11, ,147.2,,0,0.77,,24.268,0.609,0.991,,214,Simbad,118.93699999999998,-60.73691666666666
118.94324999999998,-60.38305555555556,216,07554638-6022590,NGC2516,GIRAFFE,3697,356,4.32,0.21,-0.02,, ,65.5,,0,0.823,,24.274,0.889,0.99,,216,Simbad,118.94324999999998,-60.38305555555555
118.94866666666665,-60.39538888888888,219,07554768-6023434,NGC2516,GIRAFFE,3532,28,4.73,0.2,0.206,, ,260.9,,0,0.787,,23.876,0.695,0.991,,219,Simbad,118.94866666666665,-60.39538888888888
